PERMIT#,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,WORK_DESCRIPTION,CONTACT_1_TYPE,CONTACT_1_NAME,CONTACT_2_TYPE,CONTACT_2_NAME,CONTACT_3_TYPE,CONTACT_3_NAME,full_address,is_city_initiated
100635380,877,N,HERMITAGE AVE,WRECK AND REMOVE A 2 STORY BRICK BUILDING.,CONTRACTOR-WRECKING,DEMOX,OWNER,VOLO HOLDINGS,,,877 N HERMITAGE AVE,False
100630457,8651,S,VINCENNES AVE,EMERGENCY DEMOLITION: WRECK AND REMOVE A 2 STORY FRAME SINGLE FAMILY RESIDENCE.,CONTRACTOR-GENERAL CONTRACTOR,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,8651 S VINCENNES AVE,True
100627644,10632,S,INDIANA AVE,WRECK AND REMOVE A 3 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,CONTRACTOR-WRECKING,GREEN IRON DEMOLITION & EXCAVA,OWNER,JOHN OLSEN,,,10632 S INDIANA AVE,False
100631666,2143,W,WARNER AVE,WRECK AND REMOVE AN EXISTING SINGLE FAMILY FRAME HOME AND GARAGE.,CONTRACTOR-WRECKING,PRECISION EXCAVATION L L C,OWNER,AMPAR DEVELOPMENT,,,2143 W WARNER AVE,False
100628735,2142,W,CUYLER AVE,WRECK AND REMOVE A 1 STORY SFR & DETACHED FRAME GARAGE.,CONTRACTOR-WRECKING,TAYLOR EXCAVATING/CONS,OWNER,TURIN HOMES,,,2142 W CUYLER AVE,False
100627774,4042,N,PULASKI RD,WRECK & REMOVE 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,CONTRACTOR-WRECKING,IMPACTOR P AND P INC,OWNER,FORTECH INC,,,4042 N PULASKI RD,False
100627074,3416,W,SHAKESPEARE AVE,WRECK & REMOVE 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,CONTRACTOR-WRECKING,PRECISION EXCAVATION L L C,OWNER,YOLANDA SCMACHTER,,,3416 W SHAKESPEARE AVE,False
100631943,3647,N,WESTERN AVE,WRECK AND REMOVE A 1 STORY CINDER BLOCK BUILDING.,CONTRACTOR-WRECKING,MMT DEMOLITION.INC,OWNER,"MR 3629 WESTERN/WAVELAND, LLC",,,3647 N WESTERN AVE,False
100631942,3641,N,WESTERN AVE,WRECK AND REMOVE A 2 STORY BRICK COMMERCIAL BUILDING.,CONTRACTOR-WRECKING,MMT DEMOLITION.INC,OWNER,"MR 3629 WESTERN/WAVELAND, LLC",,,3641 N WESTERN AVE,False
100634562,4639,S,LAKE PARK AVE,DEMOLITION OF 8 BRICK PILLARS 8' TALL EACH AND 8 BRICK WALLS 8' HIGH EACH. (INCLUDING FOOTINGS),EXPEDITOR,CHICAGO BUILDING CONSULTING SE,CONTRACTOR-WRECKING,ALPINE DEMOLITION,OWNER,"PARK LANE, LLC",4639 S LAKE PARK AVE,False
100280535,309,W,112TH ST,COMPLETE DEMOLITION OF FIRE DAMAGE 2 STORY RESIDENCE.,CONTRACTOR-WRECKING,BECHSTEIN CONSTRUCTION,OWNER,CITY OF CHICAGO,,,309 W 112TH ST,True
100636379,2863,W,LYNDALE ST,WRECK & REMOVE 2 STORY FRAME BUILDING,EXPEDITOR,EXPEDITING SERVICE,CONTRACTOR-WRECKING,DEMOX,OWNER,VOLO HOLDINGS,2863 W LYNDALE ST,False
100633089,8,E,HURON ST,WRECK AND REMOVE A 2 STORY BRICK COACH HOUSE IN REAR,CONTRACTOR-WRECKING,QUALITY EXCAVATION,OWNER,"CA RESIDENTIAL STATE-HURON, LLC",,,8 E HURON ST,False
100635365,2117,W,EASTWOOD AVE,WRECK AND REMOVE A 1.5 STORY FRAME SINGLE FAMILY STURCTURE.,CONTRACTOR-WRECKING,MC DONAGH DEMOLITION,OWNER,FBR LLC,,,2117 W EASTWOOD AVE,False
100626809,1260,W,AUGUSTA BLVD,WRECK & REMOVE 1 STORY FRAME VACANT COMMERCIAL BUILDING,CONTRACTOR-WRECKING,ALPINE DEMOLITION,OWNER,IDOT,,,1260 W AUGUSTA BLVD,False
100280524,356,E,GARFIELD BLVD,DEMO ONE STORY BRICK BUILDING,CONTRACTOR-WRECKING,SPIRIT WRECKING & EXCAVATION,OWNER,UNIV OF CHICAGO,,,356 E GARFIELD BLVD,False
100627033,11803,S,LOWE AVE,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,CITY OF CHICAGO,,,11803 S LOWE AVE,True
100635967,4930,S,PULASKI RD,WRECK AND REMOVE A 2 STORY MIXED USE MASONRY BUILDING,CONTRACTOR-WRECKING,PROPERTY RECYCLING SERVICES,OWNER,BOB LAQUERCIO AUTO,,,4930 S PULASKI RD,False
100287262,1933,N,WOLCOTT AVE,CITY EMERGENCY DEMOLITION:  DEMOLITION OF A 1 STORY BRICK AND WOOD BUILDING.,CONTRACTOR-WRECKING,BRANDENBURG IND SERV C,OWNER,CITY OF CHICAGO,,,1933 N WOLCOTT AVE,True
100627780,2318,N,HALSTED ST,WRECK AND REMOVE A 3 STORY COMMERCIAL BUILDING: FORMER DEPAUL UNIVERSITY MCGRAW HALL.,CONTRACTOR-WRECKING,HENEGHAN WRECK/EXCAV,OWNER,DEPAUL UNIVERSITY,,,2318 N HALSTED ST,False
100707253,3411,W,FULTON BLVD,EMERGENCY WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,CITY OF CHIGAGO,,,3411 W FULTON BLVD,False
100634435,707,W,BUCKINGHAM PL,WRECK AND REMOVE AN EXISTING 3 STORY MULTI FAMILY MASONRY RESIDENTIAL STRUCTURE AND DETACHED FRAME GARAGE.,CONTRACTOR-WRECKING,TAYLOR EXCAVATING/CONS,OWNER,707 W BUCKINGHAM PL LLC,,,707 W BUCKINGHAM PL,False
100635469,3614,N,CLARK ST,WRECK AND REMOVE A 1 STORY BRICK BUILDING. MCDONALD'S RESTAURANT.,CONTRACTOR-WRECKING,HENEGHAN WRECK/EXCAV,OWNER,NORTH CLARK ST. LLC,,,3614 N CLARK ST,False
100628158,824,N,LARAMIE AVE,WRECK & REMOVE 2 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,824 N LARAMIE AVE,True
100630183,4329,W,VAN BUREN ST,WRECK & REMOVE 2 STORY MASONRY RESIDENCE,CONTRACTOR-WRECKING,SYLVESTER BENSON DBA BENSON &,OWNER,JEFF MARLOWE,,,4329 W VAN BUREN ST,False
100633659,3654,N,ARTESIAN AVE,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE AND DETACHED 1 STORY FRAME GARAGE,CONTRACTOR-WRECKING,DS CONSTRUCTION,OWNER,ANDREA MYERS,,,3654 N ARTESIAN AVE,False
100634922,4063,S,MAPLEWOOD AVE,EMERGENCY WRECK AND REMOVE A 1 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,MC DONAGH DEMOLITION,OWNER,CITY OF CHICAGO,,,4063 S MAPLEWOOD AVE,True
100633726,925,W,MONTANA ST,WRECK AND REMOVE A 1 STORY BRICK RESIDENCE,CONTRACTOR-WRECKING,"TIR CONAILL CONRECTE, INC",OWNER,PADRIAC HENEGHAN,,,925 W MONTANA ST,False
100634887,1354,N,BELL AVE,WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE AND DETACHED FRAME GARAGE,EXPEDITOR,ON TIME EXPEDITING INC,CONTRACTOR-WRECKING,ILLINOIS EXCAVATION L L C,OWNER,GREYMARK DEVELOPMENT GROUP,1354 N BELL AVE,False
100286328,4155,W,POTOMAC AVE,WRECK AND REMOVE A FRAME SFR TO GRADE LEVEL,CONTRACTOR-WRECKING,LEON CONSTRUCTION COMPANY INC,OWNER,HISPANIC HOUSING DEVELOPMENT,,,4155 W POTOMAC AVE,False
100634799,1924,W,HENDERSON ST,WRECK AND REMOVE A 2 STORY MULTI FAMILY FRAME RESIDENTIAL STRUCTURE AND 1 STORY DETACHED FRAME GARAGE,CONTRACTOR-WRECKING,TAYLOR EXCAVATING/CONS,OWNER,"1924 W. HENDERSON, LLC",,,1924 W HENDERSON ST,False
100625821,2141,W,BERWYN AVE,WRECK AND REMOVE AN EXISTING 2 STORY SINGLE FAMILY RESIDENCE AND GARAGE.,CONTRACTOR-WRECKING,TAYLOR EXCAVATING/CONS,OWNER,"LODGE PROPERTIES, LLC",,,2141 W BERWYN AVE,False
100631930,3047,S,KEELEY ST,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE (FRAME GARAGE TO REMAIN),CONTRACTOR-WRECKING,DS CONSTRUCTION,OWNER,QIHUA CHEN,,,3047 S KEELEY ST,False
100630690,8544,S,GIVINS CT,WRECK AND REMOVE 2 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,MC DONAGH DEMOLITION,OWNER,CITY OF CHICAGO,,,8544 S GIVINS CT,True
100631109,3341,N,LEAVITT ST,WRECK AND REMOVE A 3 STORY MULTI FAMILY FRAME RESIDENCE & DETACHED FRAME GARAGE.,CONTRACTOR-WRECKING,TAYLOR EXCAVATING/CONS,OWNER,3341  N LEAVITT LLC,,,3341 N LEAVITT ST,False
100632860,1468,W,WINONA ST,WRECK & REMOVE 2 STORY MASONRY RESIDENCE,CONTRACTOR-WRECKING,PRECISION EXCAVATION L L C,OWNER,ONTARIO CLARK LLC,,,1468 W WINONA ST,False
100627598,2231,W,OAKDALE AVE,WRECK & REMOVE 1 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,CONTRACTOR-WRECKING,MULROY DEMOLITION & EXCAVATION,OWNER,JOHN YOUSEF,,,2231 W OAKDALE AVE,False
100279810,2324,S,KENNETH AVE,WRECK AND REMOVE A BRICK COMMERCIAL BUILDING,CONTRACTOR-WRECKING,HENEGHAN WRECK/EXCAV,OWNER,FREEPORT-MCMORAN CORPORATION,,,2324 S KENNETH AVE,False
100634924,5136,S,PAULINA ST,EMERGENCY WRECK AND REMOVE A 1 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,MC DONAGH DEMOLITION,OWNER,CITY OF CHICAGO,,,5136 S PAULINA ST,True
100635724,3745,N,DAMEN AVE,WRECK ANDREMOVE AN EXISTING 2 STORY MASONRY BUILDING & GARAGE.,CONTRACTOR-WRECKING,"PRO EXCAVATING, INC.",OWNER,"ALVERNA DEVELOPMENT, INC.",,,3745 N DAMEN AVE,False
100632717,1419,W,OAKDALE AVE,WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE AND DETACHED 1 STORY FRAME GARAGE,CONTRACTOR-WRECKING,IMPACTOR P AND P INC,OWNER,E2BM,,,1419 W OAKDALE AVE,False
100280062,1009,W,62ND ST,WRECK & REMOVE 1 STORY BRICK RESIDENTIAL BUILDING,CONTRACTOR-WRECKING,NATIONAL WRECKING CO,OWNER,CHESTER A SIMMONS,,,1009 W 62ND ST,False
100630774,4874,N,LINCOLN AVE,WRECK AND REMOVE A 2 STORY BRICK RESIDENTIAL.,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,"LINCOLN SQUARE 4874,LLC",,,4874 N LINCOLN AVE,False
100628864,602,N,MAY ST,WRECK AND REMOVE A 2 STORY BUILDING WITH GARAGE.,CONTRACTOR-WRECKING,DS CONSTRUCTION,OWNER,"MAY STREET BUILDING, LLC",,,602 N MAY ST,False
100633683,3985,N,MILWAUKEE AVE,WRECK & REMOVE 2 & 3 STORY BRICK BUILDING,CONTRACTOR-WRECKING,NF DEMOLITION,OWNER,CSD SIX CORNERS LLC,,,3985 N MILWAUKEE AVE,False
100631125,412,W,56TH ST,WRECK AND REMOVE A 1 1/2 STORY SFR BRICK RESIDENTIAL BUILDING.,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,NORFOLK SOUTHERN RAILWAY COMPANY,,,412 W 56TH ST,False
100629237,3012,W,77TH ST,DEMOLITION OF A 1 STORY INDUSTRIAL BUILDING.,CONTRACTOR-WRECKING,OMEGA DEMO,OWNER,JOSHUA COOLEY,,,3012 W 77TH ST,False
100635495,6339,N,LEONA AVE,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,IMPACTOR P AND P INC,OWNER,SERGIY VASILECHKO,,,6339 N LEONA AVE,False
100635279,1875,N,BURLING ST,WRECK AND REMOVE AN EXISTING 3 STORY BRICK BUILDING.,CONTRACTOR-WRECKING,PRECISION EXCAVATION L L C,OWNER,CHRISTOPHER GUST,,,1875 N BURLING ST,False
100629336,1639,N,ARTESIAN AVE,WRECK AND REMOVE A 2 STORY MASONRY BUILDING,CONTRACTOR-WRECKING,IMPACTOR P AND P INC,OWNER,1641 ARTESIAN LLC,,,1639 N ARTESIAN AVE,False
100636598,7717,S,MARYLAND AVE,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,CONTRACTOR-WRECKING,MBR WRECKING & CONSTRUCTION,OWNER,KIM SMITH,,,7717 S MARYLAND AVE,False
100634751,5837,S,MORGAN ST,WRECK AND REMOVE A SFR BRICK HOUSE.,CONTRACTOR-WRECKING,MBR WRECKING & CONSTRUCTION,OWNER,DANA ARIYO,,,5837 S MORGAN ST,False
100627852,5352,S,MERRIMAC AVE,WRECK & REMOVE 2 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,"GROUND CREW,INC",OWNER,ABD AYESH,,,5352 S MERRIMAC AVE,False
100635980,1422,S,RIDGEWAY AVE,EMERGENCY WRECK AND REMOVE A 2 STORY BRICK RESIDENCE,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,CITY OF CHICAGO,,,1422 S RIDGEWAY AVE,True
100628162,6806,S,WINCHESTER AVE,WRECK AND REMOVE A 2 STORY FRAME RESIDENTIAL FRAME BUILDING WITH BASEMENT.,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,CITY OF CHICAGO,,,6806 S WINCHESTER AVE,True
100631940,3621,N,WESTERN AVE,WRECK AND REMOVE A 1 STORY BRICK COMMERCIAL BUILDING.,CONTRACTOR-WRECKING,MMT DEMOLITION.INC,OWNER,"3625 WESTERN INVESTMENTS, LLC",,,3621 N WESTERN AVE,False
100280345,4111,W,VAN BUREN ST,"WRECK AND REMOVE A TWO STORY FRAME RESIDENTIAL BUILDING WITH A GARAGE,(CITY ORDERED).",CONTRACTOR-WRECKING,"D.M.D. SERVICES, INC.",OWNER,CITY OF CHICAGO,,,4111 W VAN BUREN ST,True
100634921,9032,S,MARSHFIELD AVE,EMERGENCY WRECK AND REMOVE A 1 STORY BRICK RESIDENCE,CONTRACTOR-WRECKING,MC DONAGH DEMOLITION,OWNER,CITY OF CHICAGO,,,9032 S MARSHFIELD AVE,True
100628223,6447,S,FAIRFIELD AVE,WRECK AND REMOVE A BRICK SFR WITH DETACHED FRAME GARAGE.,CONTRACTOR-WRECKING,KLF EXCAVATING,OWNER,ONE TOP EXPRESS,,,6447 S FAIRFIELD AVE,False
100631883,6925,N,ASHLAND BLVD,WRECK & REMOVE 2 1/2 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,MBR WRECKING & CONSTRUCTION,OWNER,CLIFF ZIMMERMAN,,,6925 N ASHLAND BLVD,False
100630456,5700,N,RIDGE AVE,EMERGENCY DEMOLITION: WRECK AND REMOVE A 2 STORY FRAME SINGLE FAMILY RESIDENCE.,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,5700 N RIDGE AVE,True
100635939,2054,W,CHICAGO AVE,DEMOLITION OF A 2 STORY MASONRY COMMERCIAL & RESIDENTIAL BUILDING WITH A DETACHED GARAGE.,CONTRACTOR-WRECKING,"LAGOS GENERAL CONTRACTORS, INC",OWNER,STEPHEN DYKUN,,,2054 W CHICAGO AVE,False
100630347,2907,W,WILSON AVE,WRECK & REMOVE 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,CONTRACTOR-WRECKING,TAYLOR EXCAVATING/CONS,OWNER,THOMAS ARMOUR,,,2907 W WILSON AVE,False
100627791,3130,S,ST LOUIS AVE,WRECK AND REMOVE A 1 STORY MASONRY BUILDING,CONTRACTOR-WRECKING,NF DEMOLITION,OWNER,FRANK HECKENAST,,,3130 S ST LOUIS AVE,False
100631664,3310,N,HARDING AVE,WRECK AND REMOVE AN EXISTING SINGLE FAMILY FRAME HOME AND GARAGE.,CONTRACTOR-WRECKING,PRECISION EXCAVATION L L C,OWNER,"RTS GROUP, LLC",,,3310 N HARDING AVE,False
100633715,3342,N,RAVENSWOOD AVE,WRECK AND REMOVE A 1 STORY MASONRY RESIDENCE AND DETACHED FRAME GARAGE,CONTRACTOR-WRECKING,"TIR CONAILL CONRECTE, INC",OWNER,JULIE BRANDT,,,3342 N RAVENSWOOD AVE,False
100635961,3401,S,WOOD ST,WRECK & REMOVE 1 STORY MASONRY BUILDING & 1 STORY FRAME GARAGE,CONTRACTOR-WRECKING,KASPER DEVELOPMENT LTD,OWNER,SHIRLEY TAN & KEN WU,,,3401 S WOOD ST,False
100627822,2627,N,HERMITAGE AVE,WRECK & REMOVE 2 STORY MASONRY COMMERCIAL BUILDING,CONTRACTOR-WRECKING,PRECISION EXCAVATION L L C,OWNER,BRODER 1730WW LLC,,,2627 N HERMITAGE AVE,False
100143366,3849,W,CERMAK RD,DEMOLITION OF A 1 STORY BRICK STORE,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,3849 W CERMAK RD,True
100628685,932,W,38TH PL,EMERGENCY DEMO: PARTIAL WRECK AND REMOVAL OF A 2 STORY BRICK WAREHOUSE.,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,HG CONTRACTING SERVICES,,,932 W 38TH PL,False
100635476,1835,W,SCHOOL ST,WRECK AND REMOVE A 2.5 STORY FRAME RESIDENCE AND FRAME GARAGE.,CONTRACTOR-WRECKING,DUNLEAVY CONSTRUCTION INC,OWNER,BARNETT BUILDERS,,,1835 W SCHOOL ST,False
100625818,2155,W,FARRAGUT AVE,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE WITH 1 STORY DETACHED FRAME GARAGE.,CONTRACTOR-WRECKING,TAYLOR EXCAVATING/CONS,OWNER,JOE & CARRIE MCBREEN,,,2155 W FARRAGUT AVE,False
100280347,4022,W,LEXINGTON ST,"WRECK AND REMOVE A TWO STORY FRAME RESIDENTIAL BUILDING WITH A GARAGE,(CITY ORDERED).",CONTRACTOR-WRECKING,"D.M.D. SERVICES, INC.",OWNER,CITY OF CHICAGO,,,4022 W LEXINGTON ST,True
100634592,6344,S,WINCHESTER AVE,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,CONTRACTOR-WRECKING,GREEN IRON DEMOLITION & EXCAVA,OWNER,MILDRED SMITH,,,6344 S WINCHESTER AVE,False
100636534,3142,N,OCTAVIA AVE,WRECK AND REMOVE A 1 STORY FRAME REAR BUILDING,EXPEDITOR,AXIOS ARCHITECTS & CONSULTANTS,CONTRACTOR-WRECKING,PRECISION EXCAVATION L L C,OWNER,7301 BELMONT LLC,3142 N OCTAVIA AVE,False
100635335,7505,S,PEORIA ST,WRECK & REMOVE 2 STORY BRICK RESIDENCE,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,CITY OF CHICAGO,,,7505 S PEORIA ST,True
100291746,238,E,136TH ST,WRECK AND REMOVE A 2 STORY FRAME COACH HOUSE.  REAR ONLY.,CONTRACTOR-WRECKING,CONTEX CORPORATION,OWNER,JOHNNY DOUGLAS,,,238 E 136TH ST,False
100631120,6150,S,ELLIS AVE,WRECK AND REMOVE A 2 STORY MULTI BRICK RESIDENTIAL BUILDING.,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,CITY OF CHICAGO,,,6150 S ELLIS AVE,True
100634961,864,N,ASHLAND AVE,WRECK AND REMOVE A 1 STORY BRICK RESIDENCE,CONTRACTOR-WRECKING,IMPACTOR P AND P INC,OWNER,SCHILLER DEVELOPMENT,,,864 N ASHLAND AVE,False
100635965,4826,S,PULASKI RD,WRECK AND REMOVE A 1 STORY MASONRY COMMERCIAL BUILDING,CONTRACTOR-WRECKING,PROPERTY RECYCLING SERVICES,OWNER,BOB LAQUERCIO AUTO,,,4826 S PULASKI RD,False
100630676,4431,W,CONGRESS PKWY,WRECK AND REMOVE A 2 STORY BRICK RESIENTIAL.,CONTRACTOR-WRECKING,MC DONAGH DEMOLITION,OWNER,CITY OF CHICAGO,,,4431 W CONGRESS PKWY,True
100625506,1308,S,CHRISTIANA AVE,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,MBR WRECKING & CONSTRUCTION IN,OWNER,SWIFT RESOLUTIONS,,,1308 S CHRISTIANA AVE,False
100628160,6208,S,WOLCOTT AVE,WRECK AND REMOVE A 2 STORY FRAME RESIDENTIAL FRAME BUILDING WITH BASEMENT.,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,CITY OF CHICAGO,,,6208 S WOLCOTT AVE,True
100632883,1300,N,ASTOR ST,WRECK & REMOVE FREE STANDING METAL CHIMNEY (80'HEIGHT),CONTRACTOR-WRECKING,MC DONAGH DEMOLITION,OWNER,CITY OF CHICAGO,,,1300 N ASTOR ST,True
100629110,6401,S,WOODLAWN AVE,WRECK & REMOVE 3 STORY MASONRY BUILDING,CONTRACTOR-WRECKING,WRECKON SPECS L L C,OWNER,ARCHDIOSES OF CHICAGO,,,6401 S WOODLAWN AVE,False
100633854,61,W,ERIE ST,WRECK AND REMOVE A 2 STORY MASONRY COMMERCIAL BUILDING,CONTRACTOR-WRECKING,TAYLOR EXCAVATING/CONS,OWNER,LG DEVELOPMENT GROUP LLC,,,61 W ERIE ST,False
100280330,3120,N,HARLEM AVE,WRECK AND REMOVE A 2 STORY MASONRY MIXED COMMERCIAL & RESIDENTIAL BUILDING.,CONTRACTOR-WRECKING,QUALITY EXCAVATION,OWNER,SDSFR LLC,,,3120 N HARLEM AVE,False
101024844,1225,N,MARION CT,WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCER,EXPEDITOR,EXPEDITING SERVICE,CONTRACTOR-GENERAL CONTRACTOR,DEMOX INC,OWNER,AMI KOTECHA,1225 N MARION CT,False
100630691,8536,S,MARQUETTE AVE,WRECK AND REMOVE 1 1/2 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,MC DONAGH DEMOLITION,OWNER,CITY OF CHICAGO,,,8536 S MARQUETTE AVE,True
100280340,4457,N,MOODY AVE,"WRECK AND REMOVE A FRAME SINGLE FAMILY RESIDENCE,(CITY ORDERED).",CONTRACTOR-WRECKING,"D.M.D. SERVICES, INC.",OWNER,CITY OF CHICAGO,,,4457 N MOODY AVE,True
100631893,2913,S,WELLS ST,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,DS CONSTRUCTION,OWNER,VK CONSTRUCTION SERVICES INC,,,2913 S WELLS ST,False
100631265,3523,N,SEELEY AVE,WRECK & REMOVE 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,CONTRACTOR-WRECKING,PRECISION EXCAVATION L L C,OWNER,GERARD COYLE,,,3523 N SEELEY AVE,False
100632853,945,N,ASHLAND AVE,WRECK & REMOVE 2 STORY MASONRY BUILDING & 1 STORY FRAME GARAGE,CONTRACTOR-WRECKING,PRECISION EXCAVATION L L C,OWNER,MIA PROPERTY ACQUISTION -945 ASHLAND,,,945 N ASHLAND AVE,False
100630683,4510,W,HARRISON ST,WRECK AND REMOVE A 2 STORY 4 UNIT BRICK RESIENTIAL.,CONTRACTOR-WRECKING,MC DONAGH DEMOLITION,OWNER,CITY OF CHICAGO,,,4510 W HARRISON ST,True
100629386,12228,S,SANGAMON ST,WRECK AND REMOVE A 2 STORY FRAME SINGLE FAMILY FIRE DAMAGED BUILDING.,CONTRACTOR-WRECKING,SIMPLEE REMOVAL & TRUCKING INC,OWNER,NORMAN BURNS,,,12228 S SANGAMON ST,False
100628037,4200,N,KILDARE AVE,WRECK AND REMOVE A 2 STORY BRICK RESIDENTIAL BUILDING.,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,CITY OF CHICAGO,,,4200 N KILDARE AVE,True
100636599,714,N,ST LOUIS AVE,EMERGENCY WRECK & REMOVE 1 STORY FRAME/BRICK BUILDING,CONTRACTOR-WRECKING,MC DONAGH DEMOLITION,OWNER,CITY OF CHICAGO,,,714 N ST LOUIS AVE,True
100280344,3823,N,LAKEWOOD AVE,WRECK AND  REMOVE A FRAME GARAGE,CONTRACTOR-WRECKING,G & L  CONTRACTORS,OWNER,LAKEWOOD APARTMENTS LLC,,,3823 N LAKEWOOD AVE,False
100636528,7301,W,BELMONT AVE,WRECK AND REMOVE A 2 STORY FRAME MIXED USE BUILDING.,EXPEDITOR,AXIOS ARCHITECTS & CONSULTANTS,CONTRACTOR-WRECKING,PRECISION EXCAVATION L L C,OWNER,7301 BELMONT LLC,7301 W BELMONT AVE,False
100627593,5061,N,LINCOLN AVE,WRECK & REMOVE 1 STORY BRICK COMMERCIAL BUILDING,CONTRACTOR-WRECKING,MULROY DEMOLITION & EXCAVATION,OWNER,5061 N. LINCOLN LLC,,,5061 N LINCOLN AVE,False
100633322,3729,N,WILTON AVE,WRECK AND REMOVE AN EXISTING 3 STORY MASONRY BUILDING & 1 STORY FRAME GARAGE.,CONTRACTOR-WRECKING,"PRO EXCAVATING, INC.",OWNER,COEN CONSTRUCTION,,,3729 N WILTON AVE,False
100627795,3250,S,ST LOUIS AVE,WRECK AND REMOVE A 36470 SQUARE FOOT 2 STORY MASONRY BUILDING,CONTRACTOR-WRECKING,NF DEMOLITION,OWNER,FRANK HECKENAST,,,3250 S ST LOUIS AVE,False
100633828,1932,N,ORCHARD ST,WRECK AND REMOVE A 2 STORY COACH HOUSE.,EXPEDITOR,CYNTHIA INCH INC.,CONTRACTOR-WRECKING,QUALITY EXCAVATION,OWNER,"LAKE ENTERPRISES, LLC",1932 N ORCHARD ST,False
101031669,1461,N,WOOD ST,WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCE,EXPEDITOR,EXPEDITING SERVICE,CONTRACTOR-GENERAL CONTRACTOR,DEMOX INC,OWNER,WHITTEMORE PROPERTIES LLC,1461 N WOOD ST,False
100631888,5128,N,NEWCASTLE AVE,WRECK & REMOVE 1 1/2 STORY BRICK RESIDENCE & 1 STORY FRAME GARAGE,CONTRACTOR-WRECKING,MBR WRECKING & CONSTRUCTION,OWNER,TOMASZ GNIEDZIEJKO,,,5128 N NEWCASTLE AVE,False
100625955,3750,N,HOYNE AVE,WRECK & REMOVE 2 STORY BRICK RESIDENCE & 1 STORY BRICK GARAGE,CONTRACTOR-WRECKING,DUNLEAVY CONSTRUCTION INC,OWNER,JET DEVELOPMENT & CONSTRUCTION,,,3750 N HOYNE AVE,False
101031126,6340,S,SEELEY AVE,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,ALLIANCE DEMOLITION AND EXCAVATION SERVICES INC,OWNER,CITY OF CHIGAGO,,,6340 S SEELEY AVE,False
100279936,1827,W,PATTERSON AVE,DEMOLISH ONE TWO STORY FRAME GARAGE,CONTRACTOR-WRECKING,REILLEY EXC & WRECKING,OWNER,AUDREY BIDDICK,,,1827 W PATTERSON AVE,False
